CUSTOMERID,FIRST_NAME,LAST_NAME,DOB,SSN_LAST4,MARITAL_STATUS,ANNUAL_INCOME,PREFERRED_CONTACT,PHONE_NUMBER,EMAIL,ADDRESS,CITY,STATE,ZIP_CODE,HIGH_NET_WORTH_FLAG,LAST_LOGIN_DATE,FINANCIAL_GOALS,LAST_UPDATED,EMAIL_ID,CUST_ID,FAID,EMAIL,CALL_ID,CLIENT_ID,FA_ID,CALL_TRANSCRIPT,SENTIMENT,MEETING_ID,CLIENT_ID,ADVISOR_ID,MEETING_PLATFORM,TRANSCRIPT_SUMMARY,ACTION_ITEMS,SENTIMENT,DATE
C0797,Kelsey,Duffy,8/1/1985,3943,Widowed,88284,Email,+1-969-756-0626x447,dstewart@gmail.com,"3600 Crystal Stream, Paigeland, AK 18318",Anthonyberg,PA,42795,Yes,32:45.0,Emergency Fund,01:59.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0798,Erin,Bass,10/25/1980,5216,Widowed,428205,Email,(750)404-9396,logandustin@yahoo.com,"9215 Kevin Squares Apt. 744, West William, OH 89387",Shariborough,PA,29396,No,53:37.0,Education,24:19.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0799,James,Morris,5/25/1998,3642,Divorced,410078,SMS,6336790902,reneekidd@scott-bond.com,"6775 Christopher Plaza, Michaelfurt, AR 18839",Jermaineborough,GA,90017,No,34:48.0,Education,36:47.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0800,Joshua,Mathews,3/26/1949,6029,Married,52696,Email,(216)143-6307x849,lisasanders@jones.com,"2057 Samantha Islands Suite 185, Valenciaport, VA 84923",Farrellbury,NY,53090,No,33:01.0,Home Purchase,56:40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0801,Andrew,Wilson,1/5/1984,1615,Widowed,215359,SMS,(921)791-0844x041,kirk75@ferguson.org,"726 Michelle Locks, New Charlotteshire, WV 28654",Port Maryshire,NY,45256,No,14:12.0,Emergency Fund,58:14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0802,Joshua,Clark,9/29/2004,9296,Married,139860,SMS,695.062.7151,umiller@smith-west.org,"2930 Trujillo Villages Apt. 628, Lake Melissaborough, FL 19546",Kristyview,NY,37698,No,37:51.0,Education,12:39.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0803,Sean,Rivera,11/3/1982,6398,Married,38479,SMS,6539794450,tpatterson@henderson-morris.org,"Unit 8286 Box 5701, DPO AE 88389",Johnmouth,OH,5388,Yes,00:27.0,Home Purchase,53:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0804,Daniel,Munoz,2/11/1950,5459,Married,81872,Email,+1-229-288-1878x8955,cynthia59@gmail.com,"79030 Alicia Meadows Suite 470, Rodriguezburgh, AK 04257",North Pamela,GA,23985,Yes,18:48.0,Emergency Fund,47:02.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0805,Heather,Moreno,10/12/1981,1865,Single,364662,Phone,921-451-7724,petersonjasmine@hotmail.com,"8018 Jack Well Suite 947, Sanchezfurt, UT 42404",Haynesburgh,NC,67345,No,41:30.0,Retirement,49:18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0806,Amy,Roberts,2/26/1966,9360,Married,348680,SMS,528.564.4339,meghan03@olson.biz,"153 Diaz Branch Apt. 168, Williamside, CT 21890",Port Julie,MI,87056,Yes,05:08.0,Education,03:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0807,Michael,Lyons,5/4/1981,1263,Divorced,194331,Phone,723.469.7101x28125,kevinmartin@kelley.org,"460 Leslie Burgs, Port Michaelbury, MA 53767",Lake Danielview,IL,83520,Yes,44:33.0,Emergency Fund,31:57.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0808,Joseph,Hawkins,10/27/1968,3440,Single,138098,SMS,303.519.1810x608,ncox@jenkins-garrett.net,"65693 Joseph Knoll, Campbellport, KS 99537",Markfurt,OH,26553,No,00:08.0,Investment Growth,18:53.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0809,Daniel,Carney,7/20/1975,3870,Widowed,454702,Email,001-242-165-2943x8836,whardin@miller.com,"389 Nicole Manor, North Dawn, FL 47810",Paulchester,CA,84136,Yes,12:51.0,Investment Growth,44:24.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0810,Patricia,Williams,11/2/2006,1079,Married,272639,SMS,566-412-6191x69272,christyolson@wright.net,"71986 Macdonald Parkways, Robertsonbury, WI 66546",New Danielberg,FL,4127,Yes,06:46.0,Home Purchase,50:55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0811,Cassie,Thornton,7/2/1954,1693,Divorced,173562,Email,001-611-318-3489x018,tsmith@peters.com,"115 Meadows Stream, Claytonville, CO 56691",Lake Shawnburgh,PA,57037,No,05:09.0,Home Purchase,24:09.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0812,Thomas,Rose,7/2/1956,4839,Divorced,258562,SMS,950-067-5399x678,gsosa@hotmail.com,"4927 Joshua Course Suite 165, Torresbury, UT 15992",Campbellmouth,MI,86849,Yes,19:03.0,Emergency Fund,48:12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0813,Michael,Terry,6/28/1984,1244,Widowed,82842,SMS,750-204-8598x79486,williamslindsay@hotmail.com,"3178 Sandra Path Suite 029, Dayland, TN 60844",New Danielle,NY,32763,Yes,50:58.0,Investment Growth,53:50.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0814,Andrea,Williamson,11/13/1989,7250,Single,388667,SMS,+1-581-274-1352x0357,robert05@hotmail.com,"149 Fisher Pines Suite 075, Ryanland, VT 66158",Lopezburgh,OH,87604,Yes,46:13.0,Education,11:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0815,Krista,Smith,8/12/1988,2748,Divorced,69602,SMS,376.320.1392x80401,urobinson@bell.com,"280 Michael Pines Suite 639, East Aaronview, IN 98759",Laneberg,FL,92569,Yes,39:37.0,Emergency Fund,48:32.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0816,Tammy,Howell,3/29/1987,1780,Married,220616,Email,(278)452-0093x583,pperez@yahoo.com,"7147 Barnett Union, Arielchester, WV 90000",Heatherport,MI,30333,Yes,07:49.0,Education,44:49.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0817,Laura,Lopez,1/25/1983,6421,Single,179515,SMS,6639290704,zhernandez@hotmail.com,"229 Howell Fields, Rosemouth, HI 08628",South Kristinahaven,NC,3500,No,29:31.0,Investment Growth,36:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0818,Gabriel,Jones,12/19/1982,3942,Married,259275,Email,(245)613-3733x4408,berickson@thompson-decker.com,"4987 Rush Mountains, Stephanieberg, MA 36147",Lake Andrea,GA,35089,No,07:07.0,Education,57:05.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0819,Brandon,Sanchez,12/17/1948,7412,Married,371849,Phone,993-111-8222,tmorgan@larson-booth.com,"468 Taylor Inlet Apt. 568, Port Brooke, NY 88722",Craigville,TX,58192,No,50:44.0,Home Purchase,56:10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0820,Patricia,Lowe,12/9/1994,5296,Divorced,327454,Email,-7815,bwatkins@keller.biz,"USCGC Griffith, FPO AA 25262",South Hannahmouth,IL,83714,Yes,10:06.0,Emergency Fund,54:54.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0821,Erica,Lin,11/26/1989,6029,Widowed,112200,Email,901.003.8997x12315,toddhendricks@smith.org,"186 Williams Common Apt. 844, Matthewton, MT 03058",Summerview,FL,54177,Yes,55:44.0,Education,25:16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0822,Jeff,Lee,7/27/1979,9717,Divorced,325341,Phone,(424)473-6524x119,wburns@bowers.info,"235 Elizabeth Rue Suite 160, Lake Nathan, OH 96625",Port Francisberg,IL,80196,Yes,33:00.0,Education,09:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0823,Madison,Davis,8/15/1977,1616,Widowed,104148,SMS,844-397-6922x8685,christopherwilliamson@yahoo.com,"63729 Golden Orchard, Lake Justin, OR 98960",Robinsonmouth,NY,7816,No,47:48.0,Investment Growth,12:53.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0824,Lori,Johnson,4/19/2001,2450,Married,420379,SMS,+1-129-947-9693x212,valdezcorey@murphy-dougherty.com,"6956 Michael Valley, South Tinaborough, TN 19015",North Marc,GA,7935,Yes,51:50.0,Home Purchase,41:17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0825,Chris,Orr,1/10/1971,9301,Married,102140,Email,4129084375,susan85@valenzuela.net,"6110 Kimberly Extensions Suite 910, Boonetown, HI 99605",North Alexis,TX,48286,Yes,01:12.0,Education,26:43.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0826,Norma,Bailey,3/1/1945,2116,Widowed,440205,SMS,+1-962-859-8497x51222,robertmedina@yahoo.com,"084 Graham Rue, Stephenshaven, ND 52268",Patelmouth,NC,79843,No,10:06.0,Emergency Fund,41:35.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0827,Melvin,Martinez,4/15/1968,3830,Married,103921,Phone,(046)134-3546x3118,natalie74@yahoo.com,"31224 Lyons Passage, North Rachel, NV 44575",Michelleport,PA,34434,No,25:21.0,Education,52:01.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0828,Justin,Wright,4/27/1999,1890,Single,65089,Email,037-268-6711x2561,caleb10@acosta-porter.com,"119 Michael Viaduct, New Samanthamouth, NM 78280",Nelsonport,IL,98407,Yes,01:18.0,Investment Growth,57:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0829,Cory,Krause,4/28/1980,5506,Widowed,439256,Email,+1-561-223-1413x63354,nicole31@allen.com,"84604 Curtis Islands Apt. 428, Aprilberg, MI 81899",East Tiffany,CA,10625,Yes,07:14.0,Emergency Fund,23:57.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0830,Scott,Collins,1/31/1958,2209,Widowed,408220,Email,6191029407,fcurry@nguyen.org,"491 Kimberly Pass Suite 339, Adamsbury, MT 66033",Vickieville,OH,78369,No,07:34.0,Home Purchase,35:18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0831,Eric,Cox,2/20/1971,3617,Widowed,456548,Email,136.493.3393x548,nicholas34@gmail.com,"758 Michael Parks, New Melissaport, ID 69322",North Sheryl,TX,44483,No,28:57.0,Emergency Fund,51:20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0832,Teresa,Miller,9/5/1948,4769,Widowed,473590,Phone,021.549.2255,davidcross@gallagher-roberts.org,"369 Carrie Tunnel Apt. 813, Catherinetown, MA 06904",Rodneyborough,TX,65498,No,46:27.0,Education,00:11.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0833,James,Smith,3/6/1958,1187,Divorced,403736,SMS,001-214-016-9801x645,kristina69@weeks-lane.com,"71449 Burke Glens, Melindaside, OR 75732",West Jamesmouth,MI,20934,Yes,36:04.0,Retirement,54:28.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0834,Derek,Ellison,10/13/1994,1448,Single,147136,Phone,316.644.0296,usimpson@gmail.com,"5533 Bailey Branch, New Jennifer, MN 86175",East Kennethborough,CA,28721,No,54:26.0,Investment Growth,35:52.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0835,Jeremy,Coleman,1/14/1970,8920,Divorced,111135,Email,464.528.4318x91575,maryle@hayden-rasmussen.com,"6740 Anthony Rapids, West Michaelhaven, AZ 56238",Port Williammouth,CA,42606,Yes,19:12.0,Retirement,11:29.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0836,Clayton,Miller,7/24/1964,4441,Divorced,405316,SMS,(764)539-0223x05592,jeffreyhurst@gmail.com,"68857 David Stravenue, Port Anthonyside, ID 90771",Tannerstad,TX,66801,Yes,15:09.0,Investment Growth,34:32.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0837,Lucas,Oconnell,3/16/1964,3734,Married,70787,Phone,(933)017-4647x21431,aosborn@hotmail.com,"7101 Robinson Parkways Suite 858, Lake Ryan, SD 33319",Murphytown,NC,81983,Yes,07:30.0,Emergency Fund,47:55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0838,Jacqueline,Thompson,3/16/1996,8308,Single,183910,Email,001-010-278-9182,russell47@gmail.com,"6805 Greene Shores, West Cynthiafort, KS 42005",New Jessica,OH,97797,Yes,09:45.0,Retirement,16:34.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0839,Shane,Martin,2/10/1985,6287,Single,74328,Email,(554)740-3455,qpeck@russo-jones.biz,"69072 Tanner Manors, Port Johnnyland, AR 42082",Georgefort,FL,73959,Yes,20:26.0,Retirement,24:48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0840,Karen,Barber,1/25/1964,4916,Single,145935,Phone,121.730.3885,xwatkins@gmail.com,"670 Dunn Mountains, North Shariland, MI 36025",Johnview,TX,98992,Yes,38:47.0,Investment Growth,06:25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0841,Debbie,Moses,3/17/1995,7279,Divorced,235782,SMS,(015)079-8072,allenedward@hotmail.com,"7040 Andrew Road, East Josephview, OR 76671",West Ashleymouth,IL,62933,Yes,05:49.0,Home Purchase,03:55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0842,Marcus,Stevens,10/6/1949,6091,Married,101463,Email,224-949-5193x528,eortiz@hernandez-haynes.com,"7923 Joshua Center Apt. 754, Lake Aliciaton, WA 86315",Port Emma,CA,31416,No,02:35.0,Education,24:25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0843,Krystal,Mccoy,7/4/1995,9612,Divorced,327277,Phone,001-321-409-1561x31903,acampbell@hotmail.com,"7805 Vaughn Points Apt. 021, Port Benjamin, ME 10931",Robertville,NY,37953,No,49:23.0,Emergency Fund,42:16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0844,Ruben,Cook,12/18/1972,5500,Widowed,402585,Phone,594-536-9847x98568,debralopez@yahoo.com,"5038 Brittney Radial, Chelseamouth, WA 19228",Richardton,GA,28236,Yes,59:49.0,Retirement,04:36.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0845,Brandon,Hahn,9/3/1984,1140,Widowed,437701,Phone,072-460-7213,zbenson@yahoo.com,"3497 Alexis Summit, East Markstad, OK 21810",New Katherine,MI,26316,No,51:29.0,Investment Growth,19:45.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0846,Monica,Stevens,5/10/1976,8033,Married,283852,SMS,001-659-966-9920x3415,daniel12@bradshaw.com,"PSC 7799, Box 8916, APO AP 59133",Lake Susanhaven,TX,98726,No,35:10.0,Investment Growth,39:16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0847,Lisa,Wilkins,9/6/1958,8749,Divorced,389553,Phone,(764)538-0914,kbest@yahoo.com,"00626 Lisa Tunnel Apt. 809, Shortmouth, ND 30823",Bradleychester,NC,80550,No,24:35.0,Emergency Fund,33:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0848,Maria,Flores,2/27/1953,8113,Married,273358,Phone,632.503.2839,rodriguezpaul@torres-mason.com,"229 Shannon Circles, Jacksonside, MS 12565",Marymouth,MI,5034,No,57:46.0,Home Purchase,09:47.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0849,Carlos,Barr,7/15/2005,7896,Married,75333,SMS,-5594,moorehailey@lewis.com,"70834 Martinez Ranch Suite 063, Schroederbury, MT 06797",Manuelville,MI,90743,No,03:22.0,Home Purchase,43:55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0850,Andrew,Hunter,6/9/2003,8472,Married,458938,SMS,(065)570-3991x20120,tonyamclaughlin@jones-stevens.com,"352 Bryce Dale, Port Alan, OR 06081",West Jennifer,PA,84134,No,31:48.0,Investment Growth,50:49.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0851,Lisa,Harris,9/1/1945,9398,Widowed,231414,Phone,001-431-463-1732,marciaross@gmail.com,"4662 Rhodes Row, Fitzgeraldberg, OR 39020",Eugenebury,NC,12874,No,45:51.0,Emergency Fund,14:28.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0852,Thomas,Fischer,9/18/1991,8804,Divorced,242009,SMS,847.380.1778x3173,mark10@yahoo.com,"4736 Sutton Drive Suite 396, Williamsport, WA 86447",New Kayla,TX,40253,Yes,52:45.0,Retirement,17:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0853,Jade,Burnett,7/31/1988,7944,Married,216850,Email,(292)585-2324x719,jessicadavis@yahoo.com,"3308 Brandt Fork Suite 387, Richardberg, PA 83482",Dorseyton,PA,96920,Yes,56:00.0,Retirement,21:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0854,Joshua,Hill,2/18/1949,9546,Single,71844,SMS,144.854.1795x685,jdrake@hotmail.com,"98763 Carrillo Forge, Port Charlesside, NE 05913",Brittanyfurt,NY,68172,No,12:15.0,Home Purchase,42:29.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0855,Jordan,Brown,12/22/1947,8892,Widowed,39557,Email,534.780.4021x8974,gregorygonzalez@brown.com,"124 Soto Harbors Apt. 816, Grantview, OH 19924",New Brettchester,IL,89759,Yes,55:14.0,Retirement,04:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0856,Daniel,Shepard,7/30/1966,7154,Divorced,150540,Email,+1-227-178-6749x236,quinnmark@decker.net,"147 Shelton Villages Apt. 949, West Sherry, VT 12058",Isabelstad,IL,77412,No,06:22.0,Emergency Fund,52:09.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0857,Ellen,Berg,3/6/1976,8178,Single,391140,SMS,176-170-4696x40351,aunderwood@gmail.com,"965 Amy Fields Apt. 507, Scottburgh, NV 67380",East Lisa,NC,37895,No,50:49.0,Education,05:48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0858,Desiree,Hobbs,10/15/1961,9325,Married,334830,Phone,001-250-517-7971x82637,joshua55@wright.com,"2473 Nancy Orchard, Tonyaside, PA 61207",North Marc,FL,80230,Yes,33:29.0,Emergency Fund,12:29.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0859,Charles,Strickland,1/3/1954,7623,Married,321451,Email,6744487153,kylewatson@woods.biz,"255 Lee Pass Suite 457, West Jessicaton, GA 59692",East Jessicamouth,CA,60189,No,54:34.0,Home Purchase,40:12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0860,James,Watkins,2/6/1973,5183,Single,119175,SMS,(184)314-5047x7403,christina22@hotmail.com,"640 Nicole Row Apt. 899, Timothymouth, AL 31416",East Timothymouth,IL,7867,Yes,18:19.0,Home Purchase,20:32.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0861,Stephanie,Wilson,1/6/1964,4999,Divorced,381494,Phone,847-756-8934,sherrisparks@hotmail.com,"6494 Owen Divide, Christineburgh, CO 83863",Darrenshire,OH,7187,No,58:57.0,Retirement,16:08.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0862,Emily,Morgan,1/31/2005,4016,Single,431468,Email,001-626-198-2908,johncobb@hotmail.com,"41399 Jackson Trafficway Suite 429, Christopherville, MT 81132",East Theresachester,OH,40522,No,12:49.0,Investment Growth,56:30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0863,Ralph,Walker,11/22/1985,7663,Divorced,170763,SMS,001-626-837-3257x035,lewiswilliam@haney.com,"8327 Michael Mews Suite 298, West Bruceberg, RI 54799",Johnborough,NC,9075,No,50:09.0,Retirement,54:52.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0864,Billy,Norris,2/22/1946,4776,Widowed,58025,Phone,501842017,patrick02@young.com,"PSC 9859, Box 4616, APO AP 82559",Lake Danieltown,IL,57784,Yes,33:31.0,Investment Growth,15:36.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0865,Marisa,Ramirez,7/1/1954,5124,Married,190912,Phone,616-809-2223x2133,xwest@ross-tucker.com,"4917 Adams Bypass Apt. 455, Michaelton, WY 03992",Lake Joshuashire,GA,57320,Yes,25:50.0,Investment Growth,08:48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0866,Amanda,Lawson,2/21/1979,9075,Single,105094,Email,058-522-2577x6994,lopezjames@stone-morales.info,"496 Huynh Pass Suite 848, Maddentown, ND 59304",Davidport,NY,70381,No,26:23.0,Retirement,36:15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0867,Roberta,Mooney,6/17/1984,7663,Widowed,240512,Email,083-600-0275x96396,john76@gmail.com,"694 Gonzalez Island, New Patriciatown, UT 69076",East Stephen,CA,78510,Yes,53:04.0,Investment Growth,54:33.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0868,Lisa,Simmons,1/3/1966,9502,Divorced,60885,Email,4087687814,rbarnes@dixon.com,"41002 Montgomery Manors, Port Cherylburgh, WI 99736",Jessicamouth,IL,55763,Yes,45:31.0,Home Purchase,54:21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0869,Jessica,Roberts,8/12/1965,2637,Married,421310,SMS,400.118.7557,webbdamon@hotmail.com,"759 Garcia Fords, Knoxton, NV 33895",New Amymouth,TX,36615,Yes,24:15.0,Education,38:38.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
