CUSTOMERID,FIRST_NAME,LAST_NAME,DOB,SSN_LAST4,MARITAL_STATUS,ANNUAL_INCOME,PREFERRED_CONTACT,PHONE_NUMBER,EMAIL,ADDRESS,CITY,STATE,ZIP_CODE,HIGH_NET_WORTH_FLAG,LAST_LOGIN_DATE,FINANCIAL_GOALS,LAST_UPDATED,BRANCH_ID,BRANCH_OFFICER,FINANCIAL_ADVISOR_ID,FINANCIAL_ADVISOR_NAME,CLIENT_ID,ENGAGEMENT_SCORE,FOLLOW_UP_PENDING,FOLLOW_UPS_COMPLETED,FOLLOW_UP_DATE,FINANCIAL_ADVISOR_ID,FINANCIAL_ADVISOR_NAME,ROLE,CUSTOMER_ID,FIRST_NAME,LAST_NAME,ASSET_ID,ASSET_TYPE,ASSET_STATUS,PURCHASE_DATE,PROPERTY_VALUE,HOLDINGID,CLIENTID,INVESTMENTTYPEID,PRODUCTNAME,PRODUCTSYMBOL,SECTOR,QUANTITY,PURCHASEPRICE,MARKETPRICE,VALUE,PURCHASEDATE,DIVIDENDYIELD,RISKLEVEL,ASSETCLASS,ACCOUNTTYPE,BROKERNAME,LASTUPDATED,INVESTMENTID,INVESTMENTTYPE,DESCRIPTION,PRODUCTS_EXAMPLES,WHOBUYS,CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMPLOYEE_ID,EMPLOYER_NAME,JOB_TITLE,START_DATE,PREVIOUS_EMPLOYER,CUSTOMER_ID,FIRST_NAME,LAST_NAME,MARITAL_STATUS,PREVIOUS_MARITAL_STATUS,STATUS_CHANGE_DATE,TRANSACTION_ID,CUSTOMER_ID,TRANSACTION_DATE,TRANSACTION_DESCRIPTION,TRANSACTION_AMOUNT,TRANSACTION_TYPE,BANK_NAME
C0582,Alan,Nelson,3/25/1967,4434,Widowed,411433,Phone,+1-849-050-2554x301,racosta@hotmail.com,"378 Hernandez Lodge Suite 987, Michaelhaven, OR 27271",Thomasbury,FL,5138,No,47:30.0,Retirement,34:17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0582,Alan,Nelson,A1793,Condo,Owned,11/24/2019,511123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0582,Alan,Nelson,E18062,HealthPlus,Data Analyst,7/1/2024,StartupX,C0582,Alan,Nelson,Single,Widowed,1/8/2023,T10114,C0582,5/13/2024,SSA Retirement Benefit - March 2025,26844.86,Debit,Chase
C0582,Alan,Nelson,3/25/1967,4434,Widowed,411433,Phone,+1-849-050-2554x301,racosta@hotmail.com,"378 Hernandez Lodge Suite 987, Michaelhaven, OR 27271",Thomasbury,FL,5138,No,47:30.0,Retirement,34:17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0582,Alan,Nelson,A1793,Condo,Owned,11/24/2019,511123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0582,Alan,Nelson,E18062,HealthPlus,Data Analyst,7/1/2024,StartupX,C0582,Alan,Nelson,Single,Widowed,1/8/2023,T10704,C0582,3/8/2025,Moving Expenses Reimbursement,31054.42,Credit,Chase
C0582,Alan,Nelson,3/25/1967,4434,Widowed,411433,Phone,+1-849-050-2554x301,racosta@hotmail.com,"378 Hernandez Lodge Suite 987, Michaelhaven, OR 27271",Thomasbury,FL,5138,No,47:30.0,Retirement,34:17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0582,Alan,Nelson,A1793,Condo,Owned,11/24/2019,511123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0582,Alan,Nelson,E18062,HealthPlus,Data Analyst,7/1/2024,StartupX,C0582,Alan,Nelson,Single,Widowed,1/8/2023,T10818,C0582,9/9/2024,Pension Fund Deposit,37514.44,Credit,Capital One
C0582,Alan,Nelson,3/25/1967,4434,Widowed,411433,Phone,+1-849-050-2554x301,racosta@hotmail.com,"378 Hernandez Lodge Suite 987, Michaelhaven, OR 27271",Thomasbury,FL,5138,No,47:30.0,Retirement,34:17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0582,Alan,Nelson,A1793,Condo,Owned,11/24/2019,511123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0582,Alan,Nelson,E18062,HealthPlus,Data Analyst,7/1/2024,StartupX,C0582,Alan,Nelson,Single,Widowed,1/8/2023,T11238,C0582,4/9/2024,Hospital Bill - Maternity,22088.27,Debit,Capital One
C0583,Janice,Hendricks,2/8/1973,3370,Widowed,435358,Phone,-3025,jamie06@mercado.com,"5801 Lori Key, Robinsonberg, KY 05918",Stewartbury,OH,76050,Yes,51:20.0,Retirement,33:23.0,B102,BO_4,FA026,Scarlett Perez,C0583,87,0,9,1/15/2025,FA026,Scarlett Perez,Financial Advisor,C0583,Janice,Hendricks,A1773,Luxury Estate,Sold,11/6/2015,766962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0583,Janice,Hendricks,E54593,GovSector,Data Analyst,11/18/2024,StartupX,C0583,Janice,Hendricks,Single,Widowed,5/23/2020,T11500,C0583,4/9/2024,Government Child Benefit Deposit,35564.91,Debit,Bank of America
C0584,Lisa,Navarro,8/15/1957,8047,Widowed,110532,SMS,980.925.1660,kaitlyn55@hotmail.com,"5906 Courtney Trace, South Barbarahaven, WY 38811",Donaldside,TX,20957,No,30:21.0,Investment Growth,12:06.0,B106,BO_6,FA022,Harper Walker,C0584,5,2,4,11/27/2024,FA022,Harper Walker,Financial Advisor,C0584,Lisa,Navarro,A7649,Single Family Home,Owned,7/16/2015,576963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0584,Lisa,Navarro,E19512,EduWorld,Sales Executive,10/12/2020,AutoMotive,C0584,Lisa,Navarro,Divorced,Married,12/8/2022,T10129,C0584,9/4/2024,House Renovation - Home Depot,35466.78,Debit,Capital One
C0584,Lisa,Navarro,8/15/1957,8047,Widowed,110532,SMS,980.925.1660,kaitlyn55@hotmail.com,"5906 Courtney Trace, South Barbarahaven, WY 38811",Donaldside,TX,20957,No,30:21.0,Investment Growth,12:06.0,B106,BO_6,FA022,Harper Walker,C0584,5,2,4,11/27/2024,FA022,Harper Walker,Financial Advisor,C0584,Lisa,Navarro,A7649,Single Family Home,Owned,7/16/2015,576963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0584,Lisa,Navarro,E19512,EduWorld,Sales Executive,10/12/2020,AutoMotive,C0584,Lisa,Navarro,Divorced,Married,12/8/2022,T11035,C0584,6/28/2024,Mortgage Loan Disbursement,24082.78,Debit,Chase
C0585,Nathan,Hayden,11/21/1954,1229,Divorced,61612,Email,111.600.9515x4224,susan52@hansen.com,"3236 Carlos Islands Suite 008, New Kevin, CT 71193",Ericport,TX,79357,Yes,48:05.0,Home Purchase,44:22.0,B107,BO_8,FA016,Charlotte Scott,C0585,16,2,9,11/14/2024,FA016,Charlotte Scott,Financial Advisor,C0585,Nathan,Hayden,A4131,Townhouse,Owned,11/10/2015,186199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0585,Nathan,Hayden,E26146,AutoMotive,Consultant,7/10/2020,TechCorp,C0585,Nathan,Hayden,Divorced,Single,3/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0586,Julia,Bryant,3/8/1984,9214,Widowed,356394,Email,546-191-8151x4171,hunterjamie@gmail.com,"6177 Myers Wall Apt. 587, Phillipstad, TN 73678",Watersmouth,NC,39885,No,00:08.0,Retirement,26:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0586,Julia,Bryant,A1380,Townhouse,Mortgaged,10/26/2023,767577,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0586,Julia,Bryant,E50457,HealthPlus,Software Engineer,7/4/2024,EduWorld,C0586,Julia,Bryant,Married,Widowed,2/26/2025,T10321,C0586,10/26/2024,Moving Expenses Reimbursement,4245.21,Credit,Chase
C0586,Julia,Bryant,3/8/1984,9214,Widowed,356394,Email,546-191-8151x4171,hunterjamie@gmail.com,"6177 Myers Wall Apt. 587, Phillipstad, TN 73678",Watersmouth,NC,39885,No,00:08.0,Retirement,26:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0586,Julia,Bryant,A1380,Townhouse,Mortgaged,10/26/2023,767577,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0586,Julia,Bryant,E50457,HealthPlus,Software Engineer,7/4/2024,EduWorld,C0586,Julia,Bryant,Married,Widowed,2/26/2025,T10418,C0586,4/25/2024,Pension Fund Deposit,32900.39,Debit,Bank of America
C0587,Diane,Dean,6/11/1967,6221,Single,138250,SMS,260.582.2294,trujillojoseph@howard-brown.biz,"3267 Deborah Port Suite 012, East Clinton, NM 93849",Timothyton,TX,88358,No,52:25.0,Retirement,03:31.0,B101,BO_2,FA030,Lily Collins,C0587,53,4,4,12/14/2024,FA030,Lily Collins,Financial Advisor,C0587,Diane,Dean,A2560,Multi-Family Home,Owned,1/5/2019,119845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0587,Diane,Dean,E26232,AutoMotive,Software Engineer,6/21/2024,TechCorp,C0587,Diane,Dean,Single,Divorced,7/19/2024,T10759,C0587,6/22/2024,Property Down Payment,4579.22,Credit,Citibank
C0587,Diane,Dean,6/11/1967,6221,Single,138250,SMS,260.582.2294,trujillojoseph@howard-brown.biz,"3267 Deborah Port Suite 012, East Clinton, NM 93849",Timothyton,TX,88358,No,52:25.0,Retirement,03:31.0,B101,BO_2,FA030,Lily Collins,C0587,53,4,4,12/14/2024,FA030,Lily Collins,Financial Advisor,C0587,Diane,Dean,A2560,Multi-Family Home,Owned,1/5/2019,119845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0587,Diane,Dean,E26232,AutoMotive,Software Engineer,6/21/2024,TechCorp,C0587,Diane,Dean,Single,Divorced,7/19/2024,T10824,C0587,11/16/2024,SSA Retirement Benefit - March 2025,46246.56,Credit,Citibank
C0587,Diane,Dean,6/11/1967,6221,Single,138250,SMS,260.582.2294,trujillojoseph@howard-brown.biz,"3267 Deborah Port Suite 012, East Clinton, NM 93849",Timothyton,TX,88358,No,52:25.0,Retirement,03:31.0,B101,BO_2,FA030,Lily Collins,C0587,53,4,4,12/14/2024,FA030,Lily Collins,Financial Advisor,C0587,Diane,Dean,A2560,Multi-Family Home,Owned,1/5/2019,119845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0587,Diane,Dean,E26232,AutoMotive,Software Engineer,6/21/2024,TechCorp,C0587,Diane,Dean,Single,Divorced,7/19/2024,T11069,C0587,3/8/2025,Salary Credit - New Employer XYZ,1534.72,Debit,Citibank
C0587,Diane,Dean,6/11/1967,6221,Single,138250,SMS,260.582.2294,trujillojoseph@howard-brown.biz,"3267 Deborah Port Suite 012, East Clinton, NM 93849",Timothyton,TX,88358,No,52:25.0,Retirement,03:31.0,B110,BO_3,FA011,Benjamin Clark,C0587,38,3,2,11/14/2024,FA011,Benjamin Clark,Financial Advisor,C0587,Diane,Dean,A2560,Multi-Family Home,Owned,1/5/2019,119845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0587,Diane,Dean,E26232,AutoMotive,Software Engineer,6/21/2024,TechCorp,C0587,Diane,Dean,Single,Divorced,7/19/2024,T10759,C0587,6/22/2024,Property Down Payment,4579.22,Credit,Citibank
C0587,Diane,Dean,6/11/1967,6221,Single,138250,SMS,260.582.2294,trujillojoseph@howard-brown.biz,"3267 Deborah Port Suite 012, East Clinton, NM 93849",Timothyton,TX,88358,No,52:25.0,Retirement,03:31.0,B110,BO_3,FA011,Benjamin Clark,C0587,38,3,2,11/14/2024,FA011,Benjamin Clark,Financial Advisor,C0587,Diane,Dean,A2560,Multi-Family Home,Owned,1/5/2019,119845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0587,Diane,Dean,E26232,AutoMotive,Software Engineer,6/21/2024,TechCorp,C0587,Diane,Dean,Single,Divorced,7/19/2024,T10824,C0587,11/16/2024,SSA Retirement Benefit - March 2025,46246.56,Credit,Citibank
C0587,Diane,Dean,6/11/1967,6221,Single,138250,SMS,260.582.2294,trujillojoseph@howard-brown.biz,"3267 Deborah Port Suite 012, East Clinton, NM 93849",Timothyton,TX,88358,No,52:25.0,Retirement,03:31.0,B110,BO_3,FA011,Benjamin Clark,C0587,38,3,2,11/14/2024,FA011,Benjamin Clark,Financial Advisor,C0587,Diane,Dean,A2560,Multi-Family Home,Owned,1/5/2019,119845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0587,Diane,Dean,E26232,AutoMotive,Software Engineer,6/21/2024,TechCorp,C0587,Diane,Dean,Single,Divorced,7/19/2024,T11069,C0587,3/8/2025,Salary Credit - New Employer XYZ,1534.72,Debit,Citibank
C0587,Diane,Dean,6/11/1967,6221,Single,138250,SMS,260.582.2294,trujillojoseph@howard-brown.biz,"3267 Deborah Port Suite 012, East Clinton, NM 93849",Timothyton,TX,88358,No,52:25.0,Retirement,03:31.0,B107,BO_3,FA005,David Wilson,C0587,75,4,6,10/8/2024,FA005,David Wilson,Financial Advisor,C0587,Diane,Dean,A2560,Multi-Family Home,Owned,1/5/2019,119845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0587,Diane,Dean,E26232,AutoMotive,Software Engineer,6/21/2024,TechCorp,C0587,Diane,Dean,Single,Divorced,7/19/2024,T10759,C0587,6/22/2024,Property Down Payment,4579.22,Credit,Citibank
C0587,Diane,Dean,6/11/1967,6221,Single,138250,SMS,260.582.2294,trujillojoseph@howard-brown.biz,"3267 Deborah Port Suite 012, East Clinton, NM 93849",Timothyton,TX,88358,No,52:25.0,Retirement,03:31.0,B107,BO_3,FA005,David Wilson,C0587,75,4,6,10/8/2024,FA005,David Wilson,Financial Advisor,C0587,Diane,Dean,A2560,Multi-Family Home,Owned,1/5/2019,119845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0587,Diane,Dean,E26232,AutoMotive,Software Engineer,6/21/2024,TechCorp,C0587,Diane,Dean,Single,Divorced,7/19/2024,T10824,C0587,11/16/2024,SSA Retirement Benefit - March 2025,46246.56,Credit,Citibank
C0587,Diane,Dean,6/11/1967,6221,Single,138250,SMS,260.582.2294,trujillojoseph@howard-brown.biz,"3267 Deborah Port Suite 012, East Clinton, NM 93849",Timothyton,TX,88358,No,52:25.0,Retirement,03:31.0,B107,BO_3,FA005,David Wilson,C0587,75,4,6,10/8/2024,FA005,David Wilson,Financial Advisor,C0587,Diane,Dean,A2560,Multi-Family Home,Owned,1/5/2019,119845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0587,Diane,Dean,E26232,AutoMotive,Software Engineer,6/21/2024,TechCorp,C0587,Diane,Dean,Single,Divorced,7/19/2024,T11069,C0587,3/8/2025,Salary Credit - New Employer XYZ,1534.72,Debit,Citibank
C0588,Stephanie,Elliott,10/17/1988,6282,Married,438996,Email,565-887-3124,kimberlyhicks@wheeler.com,"00672 Carpenter Place Apt. 836, Walkershire, MD 67883",Annaton,IL,83929,Yes,13:55.0,Investment Growth,27:18.0,B109,BO_1,FA017,Daniel Green,C0588,35,2,1,10/7/2024,FA017,Daniel Green,Financial Advisor,C0588,Stephanie,Elliott,A3046,Single Family Home,Mortgaged,9/25/2022,914649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0588,Stephanie,Elliott,E37084,EduWorld,Marketing Manager,11/4/2024,StartupX,C0588,Stephanie,Elliott,Widowed,Married,1/21/2024,T10608,C0588,5/29/2024,Salary Credit - New Employer XYZ,10156.19,Debit,Wells Fargo
C0588,Stephanie,Elliott,10/17/1988,6282,Married,438996,Email,565-887-3124,kimberlyhicks@wheeler.com,"00672 Carpenter Place Apt. 836, Walkershire, MD 67883",Annaton,IL,83929,Yes,13:55.0,Investment Growth,27:18.0,B109,BO_1,FA017,Daniel Green,C0588,35,2,1,10/7/2024,FA017,Daniel Green,Financial Advisor,C0588,Stephanie,Elliott,A3046,Single Family Home,Mortgaged,9/25/2022,914649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0588,Stephanie,Elliott,E37084,EduWorld,Marketing Manager,11/4/2024,StartupX,C0588,Stephanie,Elliott,Widowed,Married,1/21/2024,T11595,C0588,8/25/2024,Inheritance Deposit from Executor,9549.22,Credit,Bank of America
C0588,Stephanie,Elliott,10/17/1988,6282,Married,438996,Email,565-887-3124,kimberlyhicks@wheeler.com,"00672 Carpenter Place Apt. 836, Walkershire, MD 67883",Annaton,IL,83929,Yes,13:55.0,Investment Growth,27:18.0,B109,BO_1,FA017,Daniel Green,C0588,35,2,1,10/7/2024,FA017,Daniel Green,Financial Advisor,C0588,Stephanie,Elliott,A3046,Single Family Home,Mortgaged,9/25/2022,914649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0588,Stephanie,Elliott,E37084,EduWorld,Marketing Manager,11/4/2024,StartupX,C0588,Stephanie,Elliott,Widowed,Married,1/21/2024,T11859,C0588,11/2/2024,Estate Settlement Funds Received,25324.11,Debit,Chase
C0589,Natalie,Gonzalez,9/25/1984,1872,Married,161418,Email,(533)372-8880x5325,savannah34@hotmail.com,"4079 Bowman Rapid Apt. 741, Rebeccatown, DC 94161",New Amy,NC,34177,Yes,51:28.0,Retirement,05:15.0,B109,BO_2,FA030,Lily Collins,C0589,15,1,9,1/22/2025,FA030,Lily Collins,Financial Advisor,C0589,Natalie,Gonzalez,A4752,Luxury Estate,Mortgaged,11/8/2015,870504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0589,Natalie,Gonzalez,E37699,EduWorld,Sales Executive,6/4/2020,HealthPlus,C0589,Natalie,Gonzalez,Single,Married,6/19/2023,T10163,C0589,10/16/2024,Inheritance Deposit from Executor,5486.2,Credit,Wells Fargo
C0589,Natalie,Gonzalez,9/25/1984,1872,Married,161418,Email,(533)372-8880x5325,savannah34@hotmail.com,"4079 Bowman Rapid Apt. 741, Rebeccatown, DC 94161",New Amy,NC,34177,Yes,51:28.0,Retirement,05:15.0,B109,BO_2,FA030,Lily Collins,C0589,15,1,9,1/22/2025,FA030,Lily Collins,Financial Advisor,C0589,Natalie,Gonzalez,A4752,Luxury Estate,Mortgaged,11/8/2015,870504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0589,Natalie,Gonzalez,E37699,EduWorld,Sales Executive,6/4/2020,HealthPlus,C0589,Natalie,Gonzalez,Single,Married,6/19/2023,T11569,C0589,11/9/2024,Property Down Payment,23323.58,Credit,Citibank
C0590,Matthew,Barnes,7/19/1948,3824,Single,249395,Phone,(612)338-7918x6467,kingtina@yahoo.com,"351 Harris Square Suite 972, Brittanybury, IL 81975",Richardmouth,OH,25023,No,03:59.0,Retirement,28:39.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0590,Matthew,Barnes,A5534,Townhouse,Sold,5/8/2020,156702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0590,Matthew,Barnes,E61823,HealthPlus,Sales Executive,3/4/2023,HealthPlus,C0590,Matthew,Barnes,Divorced,Single,5/5/2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0591,Rebecca,Wheeler,7/29/2001,2208,Married,491345,SMS,001-542-596-2037x413,gainesdanny@edwards.com,"PSC 3925, Box 2013, APO AP 98837",Georgefort,FL,50921,No,22:43.0,Home Purchase,49:41.0,B107,BO_8,FA029,Ryan Turner,C0591,88,4,1,10/8/2024,FA029,Ryan Turner,Financial Advisor,C0591,Rebecca,Wheeler,A3732,Multi-Family Home,Owned,7/15/2019,768527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0591,Rebecca,Wheeler,E79808,HealthPlus,Operations Manager,2/18/2025,HealthPlus,C0591,Rebecca,Wheeler,Single,Married,7/19/2021,T10612,C0591,11/4/2024,Government Child Benefit Deposit,22919.55,Credit,Citibank
C0592,Jesse,Williams,11/14/1972,2593,Married,52424,Email,951.274.7448,rnguyen@hotmail.com,"9971 Christopher Landing Suite 342, Chadville, WV 49372",Marthamouth,MI,76055,No,04:16.0,Emergency Fund,16:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0592,Jesse,Williams,A1834,Townhouse,Sold,4/24/2019,319480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0592,Jesse,Williams,E37986,StartupX,Financial Advisor,1/11/2022,StartupX,C0592,Jesse,Williams,Widowed,Divorced,8/3/2022,T11382,C0592,9/8/2024,Pension Fund Deposit,2259.87,Credit,Bank of America
C0592,Jesse,Williams,11/14/1972,2593,Married,52424,Email,951.274.7448,rnguyen@hotmail.com,"9971 Christopher Landing Suite 342, Chadville, WV 49372",Marthamouth,MI,76055,No,04:16.0,Emergency Fund,16:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0592,Jesse,Williams,A1834,Townhouse,Sold,4/24/2019,319480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0592,Jesse,Williams,E37986,StartupX,Financial Advisor,1/11/2022,StartupX,C0592,Jesse,Williams,Widowed,Divorced,8/3/2022,T11812,C0592,9/9/2024,Moving Expenses Reimbursement,33894.56,Credit,Bank of America
C0593,Mary,Thomas,2/16/1953,7985,Married,35898,SMS,612.172.2502x50230,jorgemelton@mcclure.com,"25243 Shelley Square, Davidchester, MO 70705",East Johnmouth,CA,92242,Yes,09:19.0,Home Purchase,47:38.0,B109,BO_9,FA015,Alexander King,C0593,72,5,10,12/9/2024,FA015,Alexander King,Financial Advisor,C0593,Mary,Thomas,A7314,Multi-Family Home,Owned,1/9/2022,436215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0593,Mary,Thomas,E20951,AutoMotive,HR Specialist,11/18/2023,RetailWorks,C0593,Mary,Thomas,Married,Single,6/16/2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0594,Ricardo,Kline,2/11/2000,1467,Married,136062,Phone,(768)456-4807x499,martinchristian@yahoo.com,"287 Jimenez Motorway, South Sarafurt, AK 34104",Hurleyborough,NC,2143,Yes,49:58.0,Home Purchase,07:41.0,B104,BO_4,FA016,Charlotte Scott,C0594,74,5,5,1/30/2025,FA016,Charlotte Scott,Financial Advisor,C0594,Ricardo,Kline,A9543,Luxury Estate,Sold,9/19/2015,514694,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0594,Ricardo,Kline,E46648,EduWorld,Financial Advisor,5/9/2022,TechCorp,C0594,Ricardo,Kline,Divorced,Single,5/7/2023,T10566,C0594,11/13/2024,Government Child Benefit Deposit,21892.11,Credit,Chase
C0595,Stephanie,Sullivan,12/6/1993,4529,Widowed,282002,SMS,001-244-694-4015,bmiller@hotmail.com,"3861 Kelly Prairie Suite 000, Elliottberg, AZ 92803",Port Dakota,IL,10845,No,34:22.0,Retirement,27:54.0,B108,BO_5,FA006,Emma Thompson,C0595,12,1,5,11/1/2024,FA006,Emma Thompson,Financial Advisor,C0595,Stephanie,Sullivan,A2575,Condo,Sold,9/27/2015,571219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0595,Stephanie,Sullivan,E69150,EduWorld,Sales Executive,4/1/2023,RetailWorks,C0595,Stephanie,Sullivan,Married,Single,1/6/2025,T10150,C0595,9/2/2024,401k Withdrawal,26342.55,Debit,Wells Fargo
